,Attr2,Attr8,Attr9,Attr10,Attr15,Attr16,Attr17,Attr22,Attr26,Attr27,Attr34,Attr46,Attr64,class
4755,0.48957,0.95034,1.0964,0.46525,626.96,0.58217,2.0426,0.23579,0.49566,1.0441,0.48162,1.6233,5.462,0
4757,0.36913,1.7091,2.3543,0.63087,680.09,0.5367,2.7091,0.17496,0.5367,6.2864,5.9228,1.0058,3.4452,0
4758,0.48651,1.0555,2.1213,0.51349,2136.2,0.17087,2.0555,0.046736,0.14869,3.4877,4.2694,0.96519,4.6298,0
4759,0.22762,3.3694,1.1741,0.76696,246.44,1.4811,4.3933,0.26002,1.4811,1.7143,1.1424,0.66504,2.5661,0
4760,0.80653,0.20959,0.97836,0.16904,35869.0,0.010176,1.2399,0.017051,0.010276,0.16405,0.021141,0.542,2.0545,0
4761,0.43796,1.2768,1.0222,0.55919,3749.9,0.097335,2.2833,0.030227,0.081591,0.13912,0.069018,0.73562,4.7666,0
4763,0.37257,1.6841,1.9347,0.62743,579.96,0.62935,2.6841,0.23516,0.51657,4.3138,4.5685,1.3377,4.4716,0
4764,0.91885,0.03748,1.0419,0.034439,8543.9,0.04272,1.0883,0.082786,0.027179,0.40455,0.090098,0.20928,3.3225,0
4766,0.8209,0.21576,1.0412,0.17712,10900.0,0.033486,1.2182,0.092964,0.028821,0.41922,0.11325,0.51534,23.145,0
4769,0.4829,0.98984,1.0383,0.478,2309.3,0.15806,2.0708,0.079004,0.19374,0.36466,0.1636,1.4856,5.0167,0
4770,0.43087,1.0424,1.0313,0.44913,1259.0,0.28992,2.3209,0.050671,0.26845,0.37893,0.1176,0.95063,2.7541,0
4775,0.39858,1.5089,0.9788,0.60142,4087.6,0.089295,2.5089,0.0060182,0.085842,0.27052,1.9501,1.1917,1.6539,0
4778,0.47272,1.1134,1.0585,0.52633,971.54,0.37569,2.1154,0.11933,0.37569,0.70189,0.25242,0.81612,3.7426,0
4779,0.67384,0.47653,1.0374,0.3211,1235.0,0.29553,1.484,0.15063,0.25496,0.47411,0.22354,0.98201,8.6784,0
4781,0.76501,0.30717,1.1948,0.23499,-21393.0,-0.017062,1.3072,0.014747,-0.0049559,0.38144,1.5621,1.0695,3.6335,0
4785,0.55263,0.80953,1.2441,0.44737,420.03,0.86899,1.8095,0.44966,0.86899,2.4706,0.81368,0.85952,5.8473,0
4789,0.7963,0.18568,1.0236,0.14786,-3621.7,-0.10078,1.2558,0.030595,-0.07081,0.1382,0.038422,0.89673,5.1437,0
4790,0.5263,0.82573,1.0799,0.43458,924.09,0.39498,1.9001,0.13403,0.31382,0.8023,0.25467,1.4925,4.3567,0
4792,0.65689,0.47009,1.1213,0.3088,1840.2,0.19835,1.5223,0.16908,0.17025,1.0383,0.25739,1.1896,4.7287,0
4793,0.7416,0.32633,0.99747,0.24201,12002.0,0.030411,1.3484,-0.0054359,0.023743,-0.023082,-0.0073299,0.83258,56.676,0
4794,0.86645,0.15385,1.7878,0.1333,1347.8,0.27082,1.1541,0.0,0.2711,0.0,1.0717,0.71012,3.9701,0
4797,0.77103,0.29704,3.0815,0.22903,424.28,0.86029,1.297,0.0,0.86029,0.0,2.6411,0.34379,9.6241,0
4800,0.67362,0.48452,2.3044,0.32638,2451.1,0.14891,1.4845,0.13991,0.1294,2.2111,3.1848,0.64388,4.0594,0
4802,0.25195,2.9691,1.6822,0.74805,1387.5,0.26307,3.9691,0.062566,0.21406,3.862,6.2432,2.4321,6.2042,0
4803,0.85958,0.12577,1.032,0.10811,16786.0,0.021744,1.1634,0.1133,0.034361,0.40224,0.1318,0.39527,3.9957,0
4809,0.36271,1.0528,1.0283,0.38186,911.32,0.40052,2.757,0.069482,0.40052,0.61196,0.19156,0.51404,1.6156,0
4813,0.48766,1.0506,3.7889,0.51234,743.82,0.49071,2.0506,0.18922,0.49071,61.528,7.4244,1.0328,9.0709,0
4814,0.98181,0.01853,0.95149,0.018193,-7677.2,-0.047543,1.0185,-0.058493,-0.046128,-0.52369,-0.059576,0.2373,3.7226,0
4816,0.48991,0.98573,1.0442,0.48293,2572.0,0.14192,2.0412,0.071745,0.12708,0.46633,0.14644,0.96295,4.3803,0
4817,0.3692,1.7034,1.0419,0.6289,3205.1,0.11388,2.7085,0.02407,0.093112,0.1894,0.065195,0.54538,2.8413,0
4820,0.42514,1.3364,1.1199,0.56815,537.26,0.67938,2.3521,0.21249,0.60326,1.1182,0.49981,1.3781,6.3331,0
4821,0.57065,0.73869,1.0188,0.42153,1408.6,0.25913,1.7524,0.069975,0.23329,0.24855,0.12262,0.46581,7.3188,0
4822,0.3147,2.1777,1.7588,0.6853,194.62,1.8755,3.1777,0.0,1.8755,0.0,3.038,1.2462,4.2186,0
4823,0.62222,0.60714,1.0651,0.37778,1391.9,0.26223,1.6071,0.096294,0.2364,0.57618,0.15476,0.14748,2.6552,0
4826,0.42606,1.3381,1.1576,0.5701,625.31,0.58371,2.3471,0.19979,0.49507,1.616,0.46891,0.89773,2.0529,0
4827,0.43925,1.2553,1.0904,0.55139,638.57,0.57159,2.2766,0.17598,0.49075,1.031,0.40063,1.1516,3.1214,0
4828,0.3311,2.0202,1.5675,0.6689,609.24,0.59911,3.0202,0.0,0.59911,0.0,3.5953,0.37345,2.484,0
4829,1.0141,-0.01792,1.0578,-0.018172,2465.7,0.14803,0.98614,0.17174,0.16199,0.5387,0.16936,0.31675,15.338,0
4831,0.4041,1.4747,1.8946,0.5959,14578.0,0.025037,2.4747,0.0,0.025037,0.0,3.9662,0.52614,3.3622,0
4832,0.72403,0.29336,1.0625,0.2124,1454.8,0.2509,1.3812,0.13557,0.22417,0.69681,0.18725,0.83408,5.0088,0
4834,0.075667,12.155,1.0089,0.91972,367.1,0.99428,13.216,0.0021527,0.97618,0.055207,0.02845,1.1382,0.43822,0
4837,0.78547,0.27312,1.7568,0.21453,1337.2,0.27296,1.2731,0.24934,0.22941,1.8899,1.9185,0.54142,2.3358,0
4843,0.30994,1.7321,0.87019,0.53683,-2131.2,-0.17127,3.2264,-0.1259,-0.27124,-0.4007,-0.4062,2.8091,58.293,0
4844,0.71853,0.33276,1.0527,0.2391,-2952.0,-0.12364,1.3917,0.046711,-0.085643,0.42186,0.06501,0.63546,2.0841,0
4847,0.90324,0.10712,2.492,0.096758,4517.3,0.080801,1.1071,0.081557,0.063979,1.3616,2.6894,0.57305,11.706,0
4848,0.6281,0.5921,1.6136,0.3719,1701.3,0.21454,1.5921,0.13145,0.18858,4.733,2.4048,1.015,2.8524,0
4854,1.6763,-0.42723,0.64459,-0.71616,-999.2,-0.36529,0.59655,-0.29204,-0.39112,-2.9647,-0.17422,0.53492,1.0654,0
4856,0.30519,1.9137,1.1217,0.58407,368.79,0.98973,3.2766,0.23723,0.83829,1.7467,0.77731,1.2666,2.7097,0
4857,0.86184,0.088714,1.0666,0.076457,-1464.6,-0.24922,1.1603,0.098446,-0.19028,0.46156,0.11423,0.34379,3.8869,0
4858,0.57309,0.74492,1.4732,0.42691,1373.7,0.26571,1.7449,0.14204,0.23481,7.4127,2.3057,0.8982,3.4647,0
4859,0.36354,1.7286,1.0506,0.6284,848.59,0.43013,2.7508,0.090784,0.43013,0.53782,0.24973,0.7713,2.682,0
4860,0.44272,1.2587,1.6161,0.55728,1805.4,0.20217,2.2587,0.051535,0.20217,7.9607,4.0929,0.56494,2.342,0
4861,0.39406,1.5173,1.1176,0.59791,763.24,0.47823,2.5377,0.1743,0.3926,1.136,0.44232,0.47994,2.9127,0
4862,0.63335,0.57891,1.5915,0.36665,1552.7,0.23507,1.5789,0.1071,0.20728,4.4425,2.3634,0.69525,2.967,0
4863,0.56273,0.77706,0.98829,0.43727,876.76,0.4163,1.7771,0.23286,0.3391,8.3121,1.342,1.247,1.5303,0
4864,0.057991,16.138,1.235,0.93585,91.424,3.9924,17.244,0.25564,3.9924,2.5024,4.4083,11.142,5.136,0
4865,0.34965,1.86,0.94242,0.65035,-378280.0,-0.0009649,2.86,-0.0048811,-0.026634,-0.069212,-0.01396,0.2334,0.83705,0
4871,0.30613,2.2167,1.0446,0.67861,2115.5,0.17254,3.2666,0.07174,0.1653,0.78027,0.23434,0.50907,1.472,0
4875,0.3558,1.8106,1.619,0.6442,496.5,0.73515,2.8106,0.25105,0.73515,8.9053,3.8806,0.54121,2.9358,0
4877,0.49609,1.0158,1.1566,0.50391,1434.0,0.25453,2.0158,0.078631,0.22519,5.0595,2.5233,0.79254,1.8572,0
4879,0.66404,0.50593,1.9038,0.33596,3967.7,0.091993,1.5059,0.049824,0.091993,2.5183,2.8107,0.27063,3.3375,0
4880,0.52635,0.89989,1.7192,0.47365,708.48,0.51518,1.8999,0.21235,0.50956,9.2377,3.5124,0.94267,2.9971,0
4881,0.91152,0.097074,1.6033,0.088485,-7815.4,-0.046703,1.0971,0.039774,-0.033519,0.22949,1.7432,0.54208,3.4435,0
4888,0.35885,1.7803,1.0588,0.63886,1712.3,0.21317,2.7867,0.1295,0.21017,0.59118,0.36087,0.73127,4.2883,0
4890,0.81768,0.22297,2.8079,0.18232,4643.9,0.078598,1.223,0.055612,0.064941,28.021,3.3684,1.028,44.437,0
4893,0.30078,2.2278,1.0195,0.67007,994.8,0.36691,3.3247,0.029073,0.36691,0.15705,0.096661,1.5149,3.3701,0
4898,0.34722,1.88,3.2251,0.65278,424.85,0.85913,2.88,0.21514,0.7059,9.5777,8.6973,3.11,19.884,0
4899,0.56503,0.76983,4.5555,0.43497,1228.2,0.29718,1.7698,0.12466,0.29718,15.85,7.8591,0.80556,10.565,0
4901,0.39971,1.4076,1.072,0.56263,-1485.2,-0.24576,2.5018,0.10689,-0.1912,0.67702,0.2674,1.7297,4.0787,0
4902,0.43287,1.3102,1.7749,0.56713,3289.4,0.11096,2.3102,0.037354,0.092777,0.9871,4.0094,0.43039,2.3827,0
4903,0.47511,1.06,1.1694,0.5036,653.56,0.55848,2.1048,0.24296,0.47109,1.597,0.51138,2.4294,3.0845,0
4906,0.17305,4.7692,1.2226,0.82534,159.2,2.2927,5.7785,0.32995,2.2927,2.2355,1.9066,3.8215,5.8052,0
4907,0.36704,1.7245,2.1981,0.63296,1170.4,0.31186,2.7245,0.094202,0.31186,5.3106,5.7443,0.43079,4.032,0
4910,0.47924,1.0866,1.4158,0.52076,796.86,0.45805,2.0866,0.21854,0.45805,9.5885,2.5331,1.0798,2.1363,0
4913,0.68226,0.46572,0.90963,0.31774,-1029.0,-0.3547,1.4657,-0.079528,-0.34475,-0.69942,-0.11657,0.48907,1.699,0
4915,0.53422,0.87189,1.1927,0.46578,1085.3,0.33631,1.8719,0.26607,0.23846,2.602,1.7142,1.0396,2.3227,0
4916,1.0229,-0.022347,2.1755,-0.022858,18514.0,0.019714,0.97765,0.012383,0.019714,0.35876,2.1464,0.5362,5.1373,0
4918,0.18888,4.2943,1.0184,0.81112,590.99,0.61761,5.2943,0.02911,0.61761,0.19574,0.15412,1.7074,2.6888,0
4919,0.64883,0.54125,2.8201,0.35117,566.35,0.64448,1.5412,0.33222,0.64448,16.022,3.8591,0.84408,5.4913,0
4921,0.3338,1.9958,0.65734,0.6662,475.45,0.76769,2.9958,0.22184,0.71475,24.108,2.068,3.3852,1.0658,0
4922,0.4461,1.2235,1.0307,0.54582,1350.2,0.27032,2.2417,0.11564,0.25128,0.31848,0.25923,0.54727,5.3633,0
4923,0.34851,1.8693,1.9444,0.65149,960.94,0.37984,2.8693,0.089774,0.36273,0.91951,5.2763,1.3194,2.8771,0
4929,0.83046,0.18256,1.0272,0.15161,8565.3,0.042614,1.2042,0.046096,0.038859,0.38798,0.055507,0.32329,1.597,0
4932,0.50007,0.56675,1.0538,0.28341,1514.3,0.24103,1.9997,0.088455,0.20872,0.77447,0.17689,0.56411,1.5781,0
4933,0.18307,3.6273,1.0174,0.66404,956.32,0.38167,5.4625,0.0073738,0.28978,0.051026,0.040279,4.4273,5.4634,0
4934,0.21683,2.5798,0.97116,0.55939,1179.1,0.30955,4.6118,0.021739,0.30955,0.35816,0.10026,0.91681,0.80034,0
4935,0.36708,1.7242,0.76572,0.63292,2431.1,0.15014,2.7242,0.006887,0.15014,0.82466,1.25,1.7903,1.5138,0
4936,0.45558,1.195,2.8676,0.54442,452.07,0.8074,2.195,0.35529,0.6635,15.218,5.5367,1.8109,27.358,0
4941,0.54225,0.84416,1.8088,0.45775,2662.2,0.1371,1.8442,0.055919,0.12467,1.5786,3.2151,0.84475,3.6813,0
4950,0.28696,2.4848,2.2523,0.71304,446.57,0.81735,3.4848,0.15538,0.81735,8.9782,7.3704,2.5961,8.236,0
4952,0.16526,5.0511,1.9993,0.83474,179.04,2.0387,6.0511,0.25382,2.0387,13.728,10.58,4.5191,4.7397,0
4954,1.2808,-0.21924,1.5005,-0.2808,-1227.3,-0.2974,0.78076,-0.27258,-0.30596,-1.9449,1.3855,0.046857,4.5074,0
4955,0.49683,1.0128,2.0149,0.50317,4130.6,0.088364,2.0128,0.027727,0.10989,1.5385,4.0015,1.3688,11.45,0
4956,0.70795,0.41252,1.9288,0.29205,3984.6,0.091604,1.4125,0.052406,0.083293,0.43246,2.633,1.0513,5.6058,0
4960,0.82908,0.20616,3.366,0.17092,5006.4,0.072906,1.2062,0.07254,0.072906,0.28941,3.9831,0.75477,10.84,0
4963,0.38499,1.5975,3.6724,0.61501,363.29,1.0047,2.5975,0.37103,0.80531,63.134,8.5711,3.55,594.9,0
4966,0.85364,0.17145,1.8499,0.14636,3153.7,0.11574,1.1715,0.12298,0.11574,1.3519,2.043,0.51917,3.0116,0
4968,0.58117,0.72067,0.98975,0.41883,2564.6,0.14232,1.7207,0.057156,0.14232,1.8363,1.6422,0.38628,1.1385,0
4970,0.79081,0.26452,1.0647,0.20919,2110.8,0.17292,1.2645,0.0,0.17292,0.0,1.0139,0.95511,1.4795,0
4972,0.65896,0.30425,0.88887,0.20049,-4734.1,-0.0771,1.5175,-0.090151,-0.0771,-0.29773,-0.13681,0.49704,6.2852,0
4976,0.43126,1.3188,1.0265,0.56874,1809.2,0.20175,2.3188,0.093284,0.17843,0.48702,0.21631,1.575,14.378,0
4980,0.26234,2.8119,1.8961,0.73766,319.08,1.1439,3.8119,0.24526,1.1439,92.66,6.2928,1.7875,3.6485,0
4984,0.46125,1.168,2.6303,0.53875,875.01,0.41714,2.168,0.18502,0.41726,6.6356,5.2983,1.36,9.4916,0
4988,0.98437,0.015874,2.8194,0.015626,27238.0,0.0134,1.0159,0.014331,0.024117,0.097192,2.8472,0.14215,17.262,0
4989,0.61014,0.54515,1.0166,0.33262,4045.9,0.090215,1.639,0.029454,0.093601,0.24875,0.048274,0.39341,2.4444,0
4990,0.41483,1.3536,1.0357,0.56154,1868.5,0.19534,2.4106,0.069606,0.16765,0.31478,0.16779,0.90018,5.4741,0
4992,0.79881,0.25186,3.0165,0.20119,1374.0,0.26565,1.2519,0.20298,0.21293,11.965,3.5307,0.62207,7.8025,0
4995,0.46523,1.1495,3.0815,0.53477,1627.7,0.22425,2.1495,0.034191,0.22425,2.3878,6.4513,0.59392,6.0586,0
4997,0.1927,4.1894,1.3255,0.8073,828.0,0.44082,5.1894,0.016093,0.42941,1.1324,6.8221,1.0433,2.319,0
4998,0.68876,0.45188,1.0924,0.31124,2858.6,0.12768,1.4519,0.067122,0.11542,4.9999,1.8709,0.65023,1.6474,0
4999,1.3716,-0.2709,6.419,-0.37156,-1080.5,-0.33779,0.7291,-0.49388,-0.33779,-12.423,5.7949,0.074251,12.531,0
5005,0.40895,1.4154,1.0781,0.57885,560.72,0.65095,2.4453,0.20115,0.65095,0.68218,0.49187,1.7264,6.531,0
5006,0.31477,1.6585,0.90747,0.52203,-2085.4,-0.17503,3.1769,-0.12222,-0.15354,-0.51496,-0.38829,2.5798,21.166,0
5009,0.27765,2.5714,1.038,0.71395,663.85,0.54982,3.6017,0.085766,0.54982,0.37236,0.3089,1.2996,4.0236,0
5010,0.2728,2.6273,1.0974,0.71673,419.99,0.86907,3.6657,0.14898,0.86907,1.0265,0.5461,2.994,4.3373,0
5012,0.67233,0.48737,2.2768,0.32767,-8661.0,-0.042143,1.4874,-0.052758,-0.027868,-6.9175,3.4588,0.94276,6.6811,0
5016,0.62154,0.58877,1.0401,0.36594,3573.3,0.10215,1.6089,0.065684,0.094722,0.30578,0.10568,0.25976,9.1267,0
5019,0.71442,0.38531,1.0144,0.27527,5900.8,0.061856,1.3997,0.03911,0.050544,0.15602,0.054745,0.42021,5.1673,0
5021,0.22332,3.4289,1.0997,0.76574,413.92,0.88181,4.4778,0.14601,0.74649,0.93546,0.6538,2.8594,6.3,0
5025,0.28386,2.5229,1.6211,0.71614,409.15,0.89209,3.5229,0.22696,0.89209,69.245,4.923,1.4131,2.8782,0
5027,0.39318,1.3076,1.1124,0.51413,1104.8,0.33038,2.5434,0.096763,0.28942,1.1342,0.24611,0.13129,1.1651,0
5031,0.76248,0.29169,1.0524,0.2224,2003.4,0.18219,1.3115,0.15506,0.14422,0.51914,0.20336,0.81454,9.7431,0
5032,0.75341,0.32729,1.3693,0.24659,-4545.8,-0.080295,1.3273,0.0085628,-0.080295,7.5875,1.4848,0.22556,2.2653,0
5033,0.82172,0.21696,1.8689,0.17828,2773.1,0.13162,1.217,0.0,0.13162,0.0,1.6406,0.61803,11.647,0
5034,0.69174,0.44562,3.6252,0.30826,1305.7,0.27954,1.4456,0.20534,0.22807,8.0393,4.9459,1.0237,26.308,0
5035,0.33609,1.8899,1.1079,0.63517,363.28,1.0047,2.9754,0.33861,0.83789,1.0787,1.0075,1.053,6.083,0
5036,0.75542,0.32376,4.0365,0.24458,1243.2,0.29359,1.3238,0.0,0.29359,0.0,3.6637,0.75124,29.296,0
5037,0.21142,3.4044,1.2576,0.71974,422.72,0.86345,4.73,0.077394,0.79285,4.2873,0.36607,1.7674,0.27455,0
5038,0.37961,1.6343,2.1428,0.62039,8725.7,0.041831,2.6343,-0.0020707,0.041831,-0.68217,5.6779,0.55451,2.7337,0
5040,0.41894,1.3616,1.0562,0.57042,1522.2,0.23978,2.387,0.067241,0.20696,0.91333,0.1605,1.0146,1.1127,0
5041,0.66716,0.4989,0.9837,0.33284,5753.1,0.063444,1.4989,0.072091,0.054962,1.1335,1.3455,2.136,2.8896,0
5045,0.55371,0.806,1.1554,0.44629,723.85,0.50425,1.806,0.25399,0.50598,1.5642,0.45871,0.99397,3.2239,0
5046,0.60647,0.5974,1.035,0.3623,2386.3,0.15296,1.6489,0.069972,0.13032,0.33501,0.11538,0.805,6.8727,0
5048,0.77802,0.28532,1.6756,0.22198,2105.5,0.17336,1.2853,0.11491,0.17336,21.399,2.0072,0.34772,3.0043,0
5050,0.63062,0.58573,4.1854,0.36937,1698.7,0.21488,1.5857,0.13327,0.21488,4.2756,6.4199,0.94233,19.276,0
5052,0.92157,0.0851,3.3299,0.078426,2505.3,0.14569,1.0851,0.1599,0.14569,3.0266,3.4302,0.65253,7.999,0
5058,0.78477,0.27255,1.0562,0.21389,2890.7,0.12627,1.2743,0.064153,0.11363,0.61051,0.081748,0.52811,1.4251,0
5063,0.45265,1.2092,0.54527,0.54735,4920.4,0.074181,2.2092,0.021898,0.067473,0.76658,0.92612,0.87772,1.1365,0
5065,0.79798,0.25317,0.78492,0.20202,3799.2,0.096073,1.2532,0.09309,0.088739,0.94069,0.88625,0.26946,1.194,0
5067,0.2399,3.1684,2.9117,0.7601,191.51,1.9059,4.1684,0.26584,1.6792,31.293,11.049,3.4782,15.449,0
5068,0.80537,0.24167,1.1294,0.19463,-1107.2,-0.32966,1.2417,-0.30221,-0.32966,-14.649,1.8273,0.18073,1.5853,0
5071,0.45951,1.1762,1.4042,0.54049,722.76,0.50501,2.1762,0.0,0.50501,0.0,1.1811,1.2495,5.7719,0
5072,0.92515,0.048966,0.99874,0.045301,-24539.0,-0.014874,1.0809,-0.0064048,-0.006917,-0.039803,-0.0069229,0.10941,4.9236,0
5076,0.79113,0.2537,1.1079,0.20071,20595.0,0.017723,1.264,0.10878,0.01768,1.176,0.13749,1.0591,1.883,0
5077,0.7603,0.31528,1.0167,0.2397,3459.8,0.1055,1.3153,0.0378,0.1055,0.16679,0.049717,1.0282,23.839,0
5082,0.43416,1.3033,3.7258,0.56584,345.96,1.055,2.3033,0.39089,1.055,49.568,7.6713,0.55639,6.063,0
5084,0.21072,3.7457,0.81957,0.78928,2492.8,0.14642,4.7457,0.026967,0.14642,1.4619,3.7811,0.34158,1.0517,0
5086,1.3911,-0.31339,0.88906,-0.43594,-2478.7,-0.14725,0.71888,-0.9925,-0.13151,-4.5065,-0.71348,0.29606,4.4,0
5088,0.48317,1.0061,1.055,0.4861,3298.8,0.11065,2.0697,0.037298,0.10286,0.67998,0.077194,0.17843,0.63917,0
5090,0.59541,0.64689,0.66313,0.38517,19596.0,0.018626,1.6795,0.080015,-0.0025778,1.0686,0.8283,1.0454,0.95878,0
5093,0.48222,1.0738,1.458,0.51778,3552.8,0.10274,2.0738,0.065088,0.091481,1.681,2.8901,0.66876,2.1038,0
5094,0.68711,0.45536,3.7715,0.31289,3617.7,0.10089,1.4554,0.023837,0.086012,4.3622,5.4347,0.83096,9.2795,0
5096,0.79085,0.26446,1.7894,0.20915,1660.9,0.21976,1.2645,0.15095,0.21976,22.307,2.0809,1.176,7.326,0
5098,0.24023,2.8917,0.97254,0.69466,-9375.4,-0.038931,4.1627,-0.055442,-0.037363,-0.25377,-0.23079,1.6942,6.037,0
5102,0.94324,0.060175,0.9308,0.05676,-3945.5,-0.092511,1.0602,0.0,-0.092511,0.0,0.83815,0.12306,1.2937,0
5103,0.5301,0.85226,1.1482,0.45179,717.14,0.50897,1.8864,0.29566,0.42321,1.4619,0.55774,0.73291,12.915,0
5105,0.87057,0.14867,0.43943,0.12943,-4097.8,-0.089071,1.1487,-0.14116,-0.089071,-2.7516,0.5791,0.32683,0.48268,0
5106,0.075174,12.233,0.93537,0.91963,168.92,2.1608,13.303,0.081286,2.1608,0.98651,1.0813,3.0127,1.4993,0
5107,0.64987,0.53877,0.48938,0.35013,-4129.6,-0.088387,1.5388,-0.087166,-0.090705,-3.8035,0.87779,0.2698,0.5512,0
5108,0.48971,1.042,1.2122,0.51029,976.89,0.37363,2.042,0.11284,0.32555,7.3973,2.2189,0.90792,1.9213,0
5113,0.44209,1.262,1.0256,0.55791,-5488.5,-0.066502,2.262,-0.06654,-0.028794,-0.78082,-0.15051,0.83139,1.2923,0
5119,0.9504,0.052193,1.4423,0.049604,-5204.2,-0.070135,1.0522,0.046277,-0.057552,0.38071,1.4666,0.70364,31.402,0
5121,0.77339,0.293,5.6129,0.22661,1514.8,0.24095,1.293,0.15637,0.20734,6.5422,7.0441,0.73219,21.056,0
5122,0.76778,0.30245,1.4585,0.23222,2492.7,0.14643,1.3025,0.063219,0.13547,2.2784,1.8051,1.0278,2.8999,0
5123,0.12667,6.8947,0.0067973,0.87333,2201.9,0.16576,7.8947,-0.0027097,0.13041,-3.6507,0.050767,0.44857,0.0070167,0
5124,0.53439,0.66391,1.2428,0.35478,509.78,0.716,1.8713,0.31934,0.60416,2.3795,0.59758,0.45303,2.235,0
5125,0.74496,0.34235,4.1307,0.25504,14105.0,0.025878,1.3423,0.0,0.025878,0.0,2.193,0.67854,15.011,0
5129,0.50052,0.91079,1.1014,0.45587,736.03,0.4959,1.9979,0.20501,0.42377,1.1422,0.4096,1.0223,3.9717,0
5130,0.42262,1.2832,0.93788,0.54229,1830.6,0.19939,2.3662,0.032207,0.17501,0.19467,0.076209,1.3772,2.8829,0
5133,0.39135,1.2442,1.0357,0.48693,1105.4,0.33021,2.5552,0.074566,0.30605,0.36704,0.19053,0.81498,4.1928,0
5135,0.89508,0.10917,1.0072,0.097716,-7836.9,-0.046575,1.1172,0.0099735,-0.037362,0.051111,0.011143,0.90759,32.192,0
5136,0.65879,0.51793,2.0703,0.34121,4705.5,0.077568,1.5179,0.03622,0.072966,1.5392,3.092,0.76989,6.2969,0
5137,0.63841,0.5664,1.021,0.36159,2094.1,0.1743,1.5664,0.10146,0.14052,0.20535,0.15893,0.89668,28.217,0
5138,0.65879,0.51793,2.0703,0.34121,4705.5,0.077568,1.5179,0.03622,0.072966,1.5392,3.092,0.76989,6.2969,0
5139,0.31389,1.8674,1.1377,0.58616,529.66,0.68912,3.1858,0.17486,0.58307,1.4065,0.55707,2.849,3.5865,0
5140,0.41279,1.3331,1.0046,0.55029,3331.1,0.10957,2.4225,-0.0037429,0.10488,-0.018517,-0.0090674,1.3729,4.4701,0
5141,0.69246,0.39391,1.126,0.27276,3327.3,0.1097,1.4441,0.047871,0.09718,1.2607,0.069132,0.91304,1.1977,0
5143,0.2855,2.4062,1.1003,0.68698,668.89,0.54568,3.5026,0.16615,0.54568,0.96035,0.58194,1.5323,3.9254,0
5147,0.76966,0.29927,3.6667,0.23034,4530.2,0.08057,1.2993,0.048551,0.072675,2.8274,4.8134,0.23513,5.1438,0
5149,0.84465,0.16764,1.093,0.1416,-9344.2,-0.039062,1.1839,0.11146,-0.029999,0.94538,0.13196,1.0362,2.0379,0
5150,0.58463,0.67464,1.014,0.39442,3689.9,0.098917,1.7105,0.038339,0.074135,0.11036,0.065579,1.1966,16.211,0
5151,1.1204,-0.15077,0.99869,-0.16892,-2482.3,-0.14704,0.89253,0.029313,-0.16072,0.14614,0.026162,1.1745,18.779,0
5152,0.73056,0.31355,0.99134,0.22907,-946.5,-0.38563,1.3688,0.012501,-0.38505,0.084249,0.017112,0.54772,2.9935,0
5153,0.72787,0.37387,3.5415,0.27213,241.18,1.5134,1.3739,0.0,1.5134,0.0,0.50516,0.96817,24.841,0
5161,0.55331,0.8073,1.3147,0.44669,-950190.0,-0.00038413,1.8073,0.024255,-0.0032917,0.51777,2.3383,0.59469,1.9358,0
5163,0.48089,1.0795,2.0595,0.51911,2151.9,0.16962,2.0795,0.090971,0.1457,2.9887,4.1219,0.39399,3.1874,0
5166,0.45723,1.1218,0.9359,0.51292,-4465.1,-0.081746,2.1871,-0.10907,-0.081746,-0.76019,-0.23854,0.6467,2.3232,0
5167,0.74292,0.34604,0.57996,0.25708,2699.3,0.13522,1.346,0.099866,0.11177,3.6415,0.66676,0.92953,0.71615,0
5169,0.37557,1.6626,1.5734,0.62443,704.49,0.5181,2.6626,0.17407,0.43643,4.8141,3.7958,1.1659,3.4119,0
5171,0.39719,1.3813,1.0256,0.54865,1041.3,0.35053,2.5177,0.077003,0.31231,0.51701,0.19387,0.68353,2.3804,0
5174,0.46176,1.1591,1.0729,0.53523,1640.8,0.22246,2.1656,0.087143,0.18054,0.68163,0.18872,0.84266,4.6695,0
5176,0.8926,0.12033,1.1487,0.1074,7800.7,0.046791,1.1203,0.071086,0.036449,1.2756,0.07964,0.9875,1.51,0
5177,0.40256,1.4482,1.0049,0.58299,1944.6,0.1877,2.4841,0.039873,0.1877,0.13887,0.09905,0.75274,7.7739,0
5179,0.6262,0.59694,1.0069,0.3738,13098.0,0.027866,1.5969,-0.047513,0.027866,-2.081,1.9998,0.42043,2.5636,0
5180,0.44016,1.2594,1.1422,0.55432,627.3,0.58186,2.2719,0.17561,0.5097,1.4134,0.39896,0.81263,1.8101,0
5182,0.83425,0.18573,1.04,0.15495,7837.9,0.046568,1.1987,0.066146,0.030275,0.31759,0.079288,0.89973,16.399,0
5183,0.55363,0.63824,1.0076,0.35335,2449.7,0.149,1.8063,0.022265,0.14854,0.22709,0.040217,0.27673,1.3623,0
5185,0.37183,1.2167,1.0105,0.45241,2472.5,0.14762,2.6894,0.033958,0.13239,0.29868,0.091327,1.1228,1.2949,0
5186,0.29583,2.2888,0.95597,0.6771,30902.0,0.011812,3.3804,-0.029344,0.0061107,-0.30953,-0.099194,0.70861,1.1487,0
